,timestamp,x,y,z,angle
2743,680.0,36.66621375240863,-10.686502444984189,0.0,88.69591185639055
2744,680.166667,36.68049934709898,-10.563986510980133,0.0,90.93971408143156
2745,680.3,36.68488148791627,-10.469693280850318,0.0,91.94275418591117
2746,680.466667,36.69137115325469,-10.361619995555756,0.0,91.55509987970491
2747,680.633333,36.70339992044163,-10.244039449689534,0.0,90.2793533140593
2748,680.8,36.71543892673645,-10.121788118594594,0.0,89.83201816737204
2749,680.966667,36.729001645070795,-10.010182255889276,0.0,90.20657662264999
2750,681.1,36.74187943203832,-9.917612840449664,0.0,91.44863535706762
2751,681.266667,36.73825241830783,-9.802891492210168,0.0,93.83392897426495
2752,681.4,36.72837418284118,-9.717243813227832,0.0,93.71173734273808
2753,681.533333,36.72525939143216,-9.632061450742302,0.0,91.73832388792785
2754,681.666667,36.72837762858513,-9.535076165343892,0.0,90.1877903443588
2755,681.8,36.73406393054557,-9.43141471382053,0.0,90.12116762267024
2756,681.933333,36.7401427981837,-9.333673971632908,0.0,91.60621163108156
2757,682.066667,36.74983208826846,-9.234646658361829,0.0,92.81018857106012
2758,682.2,36.74604296499885,-9.139956513590313,0.0,95.087210354277
2759,682.333333,36.738115254404775,-9.040704003407075,0.0,95.16589466188256
2760,682.466667,36.73383739287487,-8.94215525918377,0.0,94.78302366161294
2761,682.6,36.734917701001926,-8.843126479650682,0.0,92.4968962780269
2762,682.7,36.73736122872934,-8.771933893628251,0.0,90.95836629647168
2763,682.833333,36.745893759860635,-8.671954154989816,0.0,91.33524369284018
2764,682.966667,36.74936843776154,-8.575010094480213,0.0,93.05664575396754
2765,683.1,36.75609705189099,-8.480556885716764,0.0,94.84371670549179
2766,683.233333,36.754216037593054,-8.392076070397163,0.0,94.47083369077941
2767,683.366667,36.74819455783051,-8.298265942739855,0.0,95.59719230480295
2768,683.533333,36.74928577818162,-8.187861180478883,0.0,95.03163922220891
2769,683.666667,36.745502339452756,-8.09107018522763,0.0,95.03417521642213
2770,683.8,36.74642753017443,-7.991023396650654,0.0,94.59433709577279
2771,683.966667,36.748498989690475,-7.8705207540594095,0.0,96.44275397128278
2772,684.1,36.751054437223544,-7.778687440789074,0.0,96.89158837827206
2773,684.233333,36.751543697633295,-7.686808000851958,0.0,97.89511063252185
2774,684.366667,36.74864747903297,-7.592933640670594,0.0,99.06612983292673
2775,684.5,36.747677844353724,-7.504519207051477,0.0,97.86337213470969
2776,684.633333,36.74366048042458,-7.4030044378154365,0.0,96.25263589565651
2777,684.766667,36.74394440026575,-7.30807594737366,0.0,93.50640698600672
2778,684.9,36.747263304985516,-7.215703391572256,0.0,93.01286157355565
2779,685.066667,36.76495474606404,-7.0993484007576635,0.0,92.36748741767927
2780,685.2,36.76680658250321,-6.99481763080874,0.0,93.80943409687052
2781,685.333333,36.75975566417297,-6.89124585737378,0.0,95.47712520290989
2782,685.533333,36.76069840378288,-6.747658657327065,0.0,95.0715368963232
2783,685.666667,36.764005752202195,-6.64816064888799,0.0,93.65147226888963
2784,685.8,36.76339778885035,-6.539809581191701,0.0,93.12748387817233
2785,685.966667,36.77355223510174,-6.414232264208761,0.0,93.55243827620107
2786,686.1,36.78091590417706,-6.307168997391568,0.0,94.07911380293592
2787,686.233333,36.784069707577785,-6.204709302975505,0.0,94.65035713395943
2788,686.4,36.77944373218759,-6.082263855944253,0.0,95.27885988326018
2789,686.533333,36.783945910196195,-5.9888421893372445,0.0,93.18117034516
2790,686.666667,36.79088556158584,-5.883353605436156,0.0,90.75539623532973
2791,686.866667,36.795872408520616,-5.721143428675854,0.0,90.7422033717756
2792,687.066667,36.806481189380484,-5.571844736641678,0.0,90.89333345644322
2793,687.233333,36.81388642494485,-5.450505098107424,0.0,91.08720073627433
2794,687.4,36.81785026903903,-5.323607041357416,0.0,91.63863452405378
2795,687.566667,36.82390606023324,-5.193351773864646,0.0,89.41278742566564
2796,687.733333,36.83966908631846,-5.059343678067985,0.0,88.90663762247146
2797,687.9,36.86375710767484,-4.923985670006389,0.0,90.27738790283163
2798,688.066667,36.88305493793557,-4.7901681523986355,0.0,91.92590849053398
2799,688.233333,36.909182335376,-4.670561472630078,0.0,91.55053524833468
2800,688.4,36.92510075631116,-4.543411889975655,0.0,91.05350990468098
2801,688.566667,36.9443829477125,-4.417434628948499,0.0,90.23009434029532
2802,688.733333,36.97333700953272,-4.295725503847127,0.0,89.94295836420737
2803,688.9,37.005871782284,-4.175510397183432,0.0,92.48404089817836
2804,689.1,37.0354045373694,-4.043531611681614,0.0,91.98783268401483
2805,689.3,37.06027726583605,-3.9130825153449944,0.0,89.94228762863054
2806,689.5,37.07819370811108,-3.790719778178837,0.0,87.48835370177446
2807,689.7,37.113073645609006,-3.6585403230749236,0.0,84.95037469624495
2808,689.9,37.14355729892538,-3.5251709053351457,0.0,86.61146690400648
2809,690.133333,37.17758535314447,-3.387569622963558,0.0,88.04382715037289
2810,690.333333,37.18306296441672,-3.269483195661607,0.0,91.0656542855379
2811,690.533333,37.20093458543505,-3.162703298851147,0.0,89.50687935311642
2812,690.766667,37.21609163444552,-3.019511278966294,0.0,86.15364402512066
2813,691.0,37.22973452810752,-2.8809415024997267,0.0,88.24838391261137
2814,691.233333,37.23828293759733,-2.741380222226476,0.0,91.52084931529375
2815,691.466667,37.23245854567419,-2.61165197060111,0.0,95.68421270812676
2816,691.7,37.22932764834975,-2.4810599493441554,0.0,94.82672828529903
2817,691.966667,37.23276831368187,-2.3368291234110434,0.0,95.59918159608502
2818,692.2,37.238019742069845,-2.213042170039339,0.0,97.55985720498886
2819,692.433333,37.216821249833444,-2.0937778332177364,0.0,102.05060755317076
2820,692.666667,37.19712629450583,-1.9841317773000577,0.0,102.65749633687496
2821,692.9,37.173768262647506,-1.8573844819002496,0.0,98.52288031598005
2822,693.166667,37.14395962820382,-1.7340728125743725,0.0,101.24415602598977
2823,693.4,37.13877057462544,-1.6562262967053583,0.0,102.83035399455835
2824,693.633333,37.12066108819896,-1.5858506681892552,0.0,104.49558507309234
2825,694.066667,37.08107647149917,-1.5084584544881419,0.0,103.10087555990367
2826,704.8,37.07792520047498,-1.410668729316203,0.0,107.80084131094846
2827,705.2,37.07646428202379,-1.411640134580349,0.0,108.60475529924864
2828,706.333333,37.09135873005998,-1.3854701831284222,0.0,111.59244578836248
2829,706.666667,37.06913376166159,-1.3554693583847524,0.0,110.68954322913653
2830,706.9,37.04686093484979,-1.3277128861234782,0.0,108.25496715827137
